theta,r
0.3702633212351465,3.9292676221863223
0.18622092801309187,5.179762843268809
0.23801898567925275,4.874092874112924
0.03571700774889302,5.072635330670412
6.062623871272516,4.987005553393299
0.5478410167322765,3.116606520608668
0.21621852920151038,5.918104365539614
0.0749722378106288,4.938883337374905
6.068837918559014,3.7640910066027278
6.116789534762387,4.511278886791389
6.19976563052442,4.6809719945823876
5.919975915635772,4.971885754163596
0.22769227255771024,3.72652714189285
6.236417104926497,4.870934200690804
0.2954629554544067,3.641237505528772
6.236956891422548,6.8825992413240416
5.589929545200688,4.946548985675827
6.26678059329674,5.705716977533655
6.19592998250908,4.052007266776137
0.1515920337751462,4.057516737843554
6.004416580900745,6.705259285004712
0.15798293057542534,3.9396985348889584
0.16911607708777746,4.880502205268145
6.215286360615092,6.599283642492689
0.6295843577535171,4.102332734180543
5.559014509162285,4.525454805077741
6.243976151440653,5.480540539445723
0.5474415441074094,4.601119660815554
0.4217090062206502,5.922522520933847
0.16783385012962634,6.725858420229935
1.1548004997718333,4.603870049394947
0.028304830644527726,4.509578478929503
0.039555182070684876,5.244058837833061
0.5366331059873634,4.312932111711803
0.3916900475885728,3.7634842070070738
0.1529140848655263,4.926623575536855
5.917848816612556,5.992567106960972
6.205215184959532,7.120009258584662
6.130854915908511,4.961589385041134
0.14858598790858005,6.103739097137192
5.6839853687570425,3.751605071770792
6.243681785359216,5.70234326846209
5.8488496879537735,6.290169557902993
6.224744051374696,5.757689024397001
0.015446659199245224,7.004801719495305
0.03553972021492816,5.1342130555805605
0.5325057338722814,6.844749496422422
0.29013303607149815,3.280825094899902
5.775080194374315,5.18396974702647
0.0996644875259182,4.019908663283905
0.20986806787011195,5.083019667804026
5.750048526705717,3.816856977215104
5.813953638421648,3.4637979121078457
6.142570900136204,5.139507235426704
0.141990743140306,3.8156925225872946
6.230453008716959,4.798503571681882
6.207764455497059,5.3328342418121
0.2137604755176375,6.018043049557537
0.13641701475754311,5.111977016215549
5.526134223252004,5.362438434196929
0.5269316206397479,5.6044363784469855
6.088506874900749,5.630367918200131
0.4690866434413606,5.800178589423221
5.9078913320806405,4.292051978863054
6.032077715605471,5.117315336655831
5.880192413473893,5.022237074253272
0.2487764193379834,4.821582912960803
0.715678988705741,3.7638437547305856
6.239408246443492,5.602098313302716
5.646972715230538,5.631926188518106
6.04622671212425,5.113763959418209
0.19911533727660063,4.831928128899953
0.2321885838995452,4.253118366458717
6.003212455450908,3.750181663493864
6.065897688428943,5.3743889946489825
5.9361018763654005,3.6965406833681795
6.244613937466903,4.089799621552079
0.11201822289374326,5.028334521795059
5.870370125331666,4.970022490404443
0.11931649773729615,5.008666470979853
6.132854970249314,3.7077357734596545
0.401901573799367,5.7005588669694225
0.003594205774661643,3.467404475156187
5.734420036002182,4.460364230106274
0.14860490825548592,4.821519615691938
6.272914213470527,5.772538628155559
0.10259545531246102,4.7115083577526295
5.769522508598214,5.634403492798139
0.006985840809364934,5.256960099367009
0.04092828077638527,4.123866437447964
5.991697475966495,4.4880798894190015
0.09117268372694075,5.827262273124689
0.11775637411384318,4.01518310555185
6.067795130646627,5.106989424888869
0.33892020137719664,5.6271194729248855
0.07971211089855211,5.773955619361956
6.200394590868074,5.053559580199535
6.101072546769222,4.166864343987584
6.262415380118371,5.600744544688532
0.008900049651397575,5.5168522402436775
6.226454345021868,3.8180201871252546
6.02858386733923,5.2410077621793105
6.240469557302041,4.599279104752832
0.1615046077415757,5.7520871708989105
0.31383393331205867,3.7255418675253322
5.952311001073101,5.931784742743803
6.139061724676816,4.5980966222286295
5.892010049246725,5.043431536907954
0.6448262204467503,6.762702993683579
6.031654130468701,4.8331054411749745
0.12520982007775397,6.852052213280153
5.7606157941934955,5.638689292286206
0.17401893144038313,1.2421820589808368
6.228893460773657,2.284727427275554
6.052450928752291,5.4932742225448035
0.16398786026725876,5.537244136126683
6.173097419750159,3.0273744011227848
0.5320506914247821,4.82278343624666
0.16132569572466196,5.397536453354186
6.037119320742957,4.736366368475082
0.3648399922079015,3.831500128695162
6.060261619406157,5.510138708072521
0.31347171839899296,4.442038882845479
0.3999993800270089,5.5315256298379625
5.56702392597829,5.526848349416458
0.4448062876916699,3.4716896267893267
0.15380998666761533,5.383260706655836
0.010353722648349795,4.327826924805521
0.2632203394717083,6.200842502539712
0.3753860691141132,4.663552535466941
6.152478052670555,3.4335582590053706
5.825043752551305,5.8613926969100465
0.012683304650052213,5.897328056486584
6.092162781187026,4.826852918465458
5.997518240219197,4.750171636059368
0.029543285699482204,4.65260550195116
6.028129171545673,3.020458905919919
5.51354953391856,4.355188509021018
0.24319536520248233,6.0554965737188855
0.3836147397227184,4.328271326161064
6.254508743842233,6.455552826105254
0.05484573821487727,4.5413540396925605
0.3812745484812905,3.8440045204021542
0.4249158239632669,6.100985710012551
0.028513414892607218,3.679462386767458
6.010631628977083,5.747526230708157
0.6187002084489271,4.947717334782662
5.958776640875415,6.152106259904485
0.048035475019396506,5.088371631647332
0.32402858287019914,5.0605124316647325
0.6462098836442624,4.619120722699847
6.184422148969129,4.642148594128098
6.1631147398140325,6.0640840201044375
0.06358738392771422,5.842159770176899
0.2758667479432075,8.409605754851023
0.09528775603403208,3.9769086285211777
6.104502256643211,4.951397860877443
0.4439020486355065,5.806119325757983
6.047911162315368,5.667890153782032
0.22298893107777198,5.245068223015007
6.040922780290347,3.342122023918742
0.4239114270867511,4.219137607851676
0.1794335809935749,4.121383413992038
0.10859534024336634,4.206515759101383
6.177816898176926,6.2092116190712705
5.942964494676649,4.025708197289691
0.4745715490989192,6.18424377476266
0.22623284162350513,5.501941712890096
0.27704890417598504,4.523938718858802
0.3090323030760035,5.023311237531515
6.262689502348477,4.664470093488463
0.010786823539508347,4.886504697136004
5.653427064636472,4.339428740350498
6.074742842714879,4.1965520407223496
6.2747827325862415,3.9810887683934437
0.11079840304699341,6.814814787723998
0.21990884752016818,5.802927591597316
6.094756798625581,4.803879412654705
0.3979200172621072,5.06793938108186
6.261940952199386,5.9320743125176545
5.423702385663023,5.162864108601642
0.1587332930709093,5.683625610988759
0.01668250199598464,5.089641910054532
0.3390026293003577,5.130249233776055
5.671804479946711,5.914175230551947
0.4005806966313819,5.097307481731225
5.95350340560912,5.497597278037968
5.906833759405452,5.1183409823641774
5.979288784428651,4.545321595924573
5.857272190412951,6.280900080034704
6.20699419769691,4.000186078098203
5.820825902471754,4.842674846259797
0.36935227394243697,3.0626127247803865
0.1436952331031049,5.986618583674496
6.27725483724359,6.117227478964175
6.123906421254148,4.938477237958462
6.250782296649152,5.394942015030137
0.5656967419713527,3.7243910412870385
0.1875330359225131,5.83671915641014
0.4614086956859535,4.358994763547717
0.2163985184198334,5.5323088266395555
0.03508535622868754,4.8569832880721275
0.6631614491301153,4.91678070393682
6.22351342413298,6.5294958594908525
6.100932482683213,5.407717564709359
0.38087918993520903,5.353304159111195
0.03813872386717766,6.006418978508457
0.07672815435500642,5.71689552228863
5.714637776885805,5.233497610976183
0.05553780923643253,4.349032430878573
0.8768911401653541,6.408159720952867
0.10770119518708937,4.47407704234352
0.0141766822684535,4.819992268531267
6.2760976730201765,5.583678340867813
5.9559512836416895,5.199679410640859
0.006481289759065705,2.306351007094833
0.1998512627668985,3.7911614414534256
5.895736599957251,5.684454836453853
5.993309551399298,4.753834238241703
0.4088635093018294,4.661041750078242
6.122351007049784,4.087298355389524
5.840016459048365,5.840781544918427
